word,count
por,2
jae,2
sicas,2
filme,2
lonely,2
deeply,2
disgusted,2
winners,2
speaker,2
eventually,2
lacked,2
juvenile,2
writers,2
wore,2
august,2
jesus,2
cooking,2
flex,2
knocked,2
wacky,2
complimentary,2
dollar,2
mad,2
ocd,2
emotive,2
siblings,2
adoring,2
fanbase,2
ruler,2
walk,2
icon,2
express,2
scale,2
displays,2
exporting,2
sell,2
seek,2
export,2
military,2
consensus,2
sucker,2
complaint,2
emo,2
plant,2
prevent,2
innocent,2
zeitgeist,2
randomly,2
selling,2
focuses,2
chip,2
insisting,2
daddy,2
touching,2
confirm,2
routinely,2
alamo,2
drafthouse,2
wheel,2
healing,2
normally,2
mins,2
loudly,2
pink,2
masterpieces,2
evolved,2
mess,2
lea,2
toe,2
costs,2
begging,2
characterization,2
merchandise,2
nature,2
records,2
cherry,2
male,2
surface,2
firm,2
shine,2
aeni,2
tough,2
pristine,2
mines,2
hole,2
asking,2
celebrating,2
darker,2
newjeans,2
flowers,2
brimming,2
unruly,2
woke,2
speech,2
encanto,2
astounding,2
witness,2
layered,2
racism,2
served,2
thrown,2
robot,2
creation,2
willing,2
smiling,2
status,2
firmly,2
understood,2
admired,2
revolving,2
wine,2
aint,2
national,2
dawn,2
adaptation,2
utilizing,2
hybrid,2
intentionally,2
user,2
easter,2
redemption,2
expression,2
stretched,2
leaves,2
exceed,2
villian,2
efficient,2
bait,2
smart,2
comparatively,2
ruled,2
ball,2
attitude,2
psychedelic,2
heal,2
sole,2
purpose,2
spawned,2
ultraman,2
department,2
blasting,2
spirit,2
engage,2
emerged,2
fused,2
canon,2
mere,2
artwork,2
corn,2
pixars,2
magpie,2
addicted,2
advertisement,2
laptop,2
airplane,2
experiences,2
substance,2
semi,2
highlights,2
audio,2
offers,2
criticizing,2
enhanced,2
reading,2
bursts,2
meeting,2
joining,2
nevertheless,2
flawlessly,2
thankful,2
moving,2
lesbian,2
hating,2
describe,2
dumb,2
celines,2
irl,2
scooby,2
bother,2
dive,2
influences,2
youth,2
featuring,2
formula,2
uhm,2
superior,2
magnificent,2
astonishing,2
subscription,2
bought,2
showings,2
grows,2
hurting,2
happiness,2
afternoon,2
detailed,2
stylings,2
fried,2
superficial,2
cheese,2
guard,2
pulled,2
harm,2
grating,2
continue,2
respect,2
larry,2
helping,2
jennie,2
jungkook,2
jisoo,2
comment,2
allowed,2
frequent,2
trance,2
walks,2
panic,2
touchstone,2
rocking,2
carry,2
distinctive,2
banging,2
skin,2
overworked,2
blended,2
relaxed,2
grind,2
define,2
swords,2
elevate,2
unlocked,2
pressing,2
friendly,2
